./data/linux/prod_1_1.cnf|3.4911441802978516|18|0|17|1|FastDiagP_V3|solver_apps/org.sat4j.core.jar|[(12083, [246])]
./data/linux/prod_1_1.cnf|3.551820993423462|18|0|17|2|FastDiagP_V3|solver_apps/org.sat4j.core.jar|[(12083, [246])]
./data/linux/prod_1_1.cnf|3.573673963546753|18|0|17|3|FastDiagP_V3|solver_apps/org.sat4j.core.jar|[(12083, [246])]
./data/linux/prod_1_1.cnf|3.5444700717926025|18|0|17|4|FastDiagP_V3|solver_apps/org.sat4j.core.jar|[(12083, [246])]
./data/linux/prod_1_1.cnf|3.558415174484253|18|0|17|5|FastDiagP_V3|solver_apps/org.sat4j.core.jar|[(12083, [246])]
./data/linux/prod_1_2.cnf|3.366360902786255|16|0|15|1|FastDiagP_V3|solver_apps/org.sat4j.core.jar|[(12113, [119])]
./data/linux/prod_1_2.cnf|3.4800617694854736|16|0|15|2|FastDiagP_V3|solver_apps/org.sat4j.core.jar|[(12113, [119])]
./data/linux/prod_1_2.cnf|3.4343130588531494|16|0|15|3|FastDiagP_V3|solver_apps/org.sat4j.core.jar|[(12113, [119])]
./data/linux/prod_1_2.cnf|3.376677989959717|16|0|15|4|FastDiagP_V3|solver_apps/org.sat4j.core.jar|[(12113, [119])]
./data/linux/prod_1_2.cnf|3.3833138942718506|16|0|15|5|FastDiagP_V3|solver_apps/org.sat4j.core.jar|[(12113, [119])]
./data/linux/prod_1_3.cnf|3.469012975692749|17|0|16|1|FastDiagP_V3|solver_apps/org.sat4j.core.jar|[(12076, [-2])]
./data/linux/prod_1_3.cnf|3.4748520851135254|17|0|16|2|FastDiagP_V3|solver_apps/org.sat4j.core.jar|[(12076, [-2])]
./data/linux/prod_1_3.cnf|3.464776039123535|17|0|16|3|FastDiagP_V3|solver_apps/org.sat4j.core.jar|[(12076, [-2])]
./data/linux/prod_1_3.cnf|3.474370002746582|17|0|16|4|FastDiagP_V3|solver_apps/org.sat4j.core.jar|[(12076, [-2])]
./data/linux/prod_1_3.cnf|3.4723381996154785|17|0|16|5|FastDiagP_V3|solver_apps/org.sat4j.core.jar|[(12076, [-2])]
./data/linux/prod_1_4.cnf|3.338815927505493|16|0|15|1|FastDiagP_V3|solver_apps/org.sat4j.core.jar|[(12077, [119])]
./data/linux/prod_1_4.cnf|3.337977170944214|16|0|15|2|FastDiagP_V3|solver_apps/org.sat4j.core.jar|[(12077, [119])]
./data/linux/prod_1_4.cnf|3.3383049964904785|16|0|15|3|FastDiagP_V3|solver_apps/org.sat4j.core.jar|[(12077, [119])]
./data/linux/prod_1_4.cnf|3.32865309715271|16|0|15|4|FastDiagP_V3|solver_apps/org.sat4j.core.jar|[(12077, [119])]
./data/linux/prod_1_4.cnf|3.338473081588745|16|0|15|5|FastDiagP_V3|solver_apps/org.sat4j.core.jar|[(12077, [119])]
./data/linux/prod_1_5.cnf|3.578855037689209|18|0|17|1|FastDiagP_V3|solver_apps/org.sat4j.core.jar|[(12084, [119])]
./data/linux/prod_1_5.cnf|3.577286958694458|18|0|17|2|FastDiagP_V3|solver_apps/org.sat4j.core.jar|[(12084, [119])]
./data/linux/prod_1_5.cnf|3.611926794052124|18|0|17|3|FastDiagP_V3|solver_apps/org.sat4j.core.jar|[(12084, [119])]
./data/linux/prod_1_5.cnf|3.638429880142212|18|0|17|4|FastDiagP_V3|solver_apps/org.sat4j.core.jar|[(12084, [119])]
./data/linux/prod_1_5.cnf|3.638561964035034|18|0|17|5|FastDiagP_V3|solver_apps/org.sat4j.core.jar|[(12084, [119])]
./data/linux/prod_1_6.cnf|3.4864273071289062|17|0|16|1|FastDiagP_V3|solver_apps/org.sat4j.core.jar|[(12081, [-2])]
./data/linux/prod_1_6.cnf|3.49249005317688|17|0|16|2|FastDiagP_V3|solver_apps/org.sat4j.core.jar|[(12081, [-2])]
./data/linux/prod_1_6.cnf|3.4547221660614014|17|0|16|3|FastDiagP_V3|solver_apps/org.sat4j.core.jar|[(12081, [-2])]
./data/linux/prod_1_6.cnf|3.492074966430664|17|0|16|4|FastDiagP_V3|solver_apps/org.sat4j.core.jar|[(12081, [-2])]
./data/linux/prod_1_6.cnf|3.490229845046997|17|0|16|5|FastDiagP_V3|solver_apps/org.sat4j.core.jar|[(12081, [-2])]
./data/linux/prod_1_7.cnf|3.519763946533203|17|0|16|1|FastDiagP_V3|solver_apps/org.sat4j.core.jar|[(12079, [196])]
./data/linux/prod_1_7.cnf|3.5108399391174316|17|0|16|2|FastDiagP_V3|solver_apps/org.sat4j.core.jar|[(12079, [196])]
./data/linux/prod_1_7.cnf|3.504254102706909|17|0|16|3|FastDiagP_V3|solver_apps/org.sat4j.core.jar|[(12079, [196])]
./data/linux/prod_1_7.cnf|3.502019166946411|17|0|16|4|FastDiagP_V3|solver_apps/org.sat4j.core.jar|[(12079, [196])]
./data/linux/prod_1_7.cnf|3.4843971729278564|17|0|16|5|FastDiagP_V3|solver_apps/org.sat4j.core.jar|[(12079, [196])]
./data/linux/prod_1_8.cnf|3.3546321392059326|16|0|15|1|FastDiagP_V3|solver_apps/org.sat4j.core.jar|[(12079, [-2])]
./data/linux/prod_1_8.cnf|3.358591079711914|16|0|15|2|FastDiagP_V3|solver_apps/org.sat4j.core.jar|[(12079, [-2])]
./data/linux/prod_1_8.cnf|3.3704428672790527|16|0|15|3|FastDiagP_V3|solver_apps/org.sat4j.core.jar|[(12079, [-2])]
./data/linux/prod_1_8.cnf|3.3556900024414062|16|0|15|4|FastDiagP_V3|solver_apps/org.sat4j.core.jar|[(12079, [-2])]
./data/linux/prod_1_8.cnf|3.359455108642578|16|0|15|5|FastDiagP_V3|solver_apps/org.sat4j.core.jar|[(12079, [-2])]
./data/linux/prod_1_9.cnf|3.370203971862793|16|0|15|1|FastDiagP_V3|solver_apps/org.sat4j.core.jar|[(12081, [-103])]
./data/linux/prod_1_9.cnf|3.368618965148926|16|0|15|2|FastDiagP_V3|solver_apps/org.sat4j.core.jar|[(12081, [-103])]
